size threads sequential_time parallel_time builtin_time
300000 2 0.039659 0.036993 0.108704
300000 8 0.040015 0.035723 0.108758
50000 16 0.005623 0.022543 0.017185
1000000 16 0.139237 0.125556 0.397774
1000000 4 0.138937 0.119199 0.402966
950000 8 0.132287 0.113381 0.374649
450000 8 0.059912 0.055279 0.171613
450000 2 0.060451 0.051695 0.168819
200000 8 0.025792 0.025744 0.071003
750000 2 0.103375 0.092170 0.291169
250000 2 0.032153 0.031880 0.090252
900000 2 0.126133 0.099720 0.358510
300000 4 0.040997 0.036022 0.108579
500000 2 0.066980 0.061680 0.187397
900000 32 0.125114 0.121981 0.353927
550000 16 0.074218 0.068760 0.206686
50000 2 0.005618 0.005920 0.016075
650000 2 0.088305 0.074729 0.249637
250000 32 0.031671 0.057301 0.089956
150000 8 0.019232 0.019467 0.052897
900000 4 0.125047 0.106482 0.354183
500000 8 0.067402 0.059274 0.187115
750000 32 0.103261 0.106578 0.292790
550000 32 0.073758 0.087146 0.207616
